里程,Meters,Flags,Event,左高程(mm),右高程(mm)
99,968.00,0040,0000,-0.150,0.000
99,967.75,0040,0000,-0.070,0.030
99,967.50,0040,0000,-0.120,0.000
99,967.25,0040,0000,-0.230,-0.030
99,967.00,0040,0000,-0.390,-0.110
99,966.75,0040,0000,-0.530,-0.140
99,966.50,0040,0000,-0.510,-0.100
99,966.25,0040,0000,-0.620,-0.110
99,966.00,0040,0000,-0.660,-0.190
99,965.75,0040,0000,-0.690,-0.250
99,965.50,0040,0000,-0.640,-0.370
99,965.25,0040,0000,-0.560,-0.380
99,965.00,0040,0000,-0.520,-0.510
99,964.75,0040,0000,-0.450,-0.550
99,964.50,0040,0000,-0.380,-0.520
99,964.25,0040,0000,-0.360,-0.470
99,964.00,0040,0000,-0.330,-0.390
99,963.75,0040,0000,-0.390,-0.400
99,963.50,0040,0000,-0.260,-0.330
99,963.25,0040,0000,-0.310,-0.320
99,963.00,0040,0000,-0.310,-0.340
99,962.75,0040,0000,-0.480,-0.300
99,962.50,0040,0000,-0.520,-0.340
99,962.25,0040,0000,-0.520,-0.320
99,962.00,0040,0000,-0.540,-0.340
99,961.75,0040,0000,-0.580,-0.290
99,961.50,0040,0000,-0.650,-0.220
99,961.25,0040,0000,-0.720,-0.230
99,961.00,0040,0000,-0.750,-0.250
99,960.75,0040,0000,-0.730,-0.300
99,960.50,0040,0000,-0.740,-0.350
99,960.25,0040,0000,-0.680,-0.380
99,960.00,0040,0000,-0.660,-0.410
99,959.75,0040,0000,-0.550,-0.390
99,959.50,0040,0000,-0.480,-0.360
99,959.25,0040,0000,-0.460,-0.350
99,959.00,0040,0000,-0.450,-0.360
99,958.75,0040,0000,-0.400,-0.360
99,958.50,0040,0000,-0.350,-0.330
99,958.25,0040,0000,-0.290,-0.330
99,958.00,0040,0000,-0.160,-0.270
99,957.75,0040,0000,-0.020,-0.230
99,957.50,0040,0000,0.250,-0.090
99,957.25,0040,0000,0.350,-0.030
99,957.00,0040,0000,0.450,0.040
99,956.75,0040,0000,0.450,0.130
99,956.50,0040,0000,0.500,0.210
99,956.25,0040,0000,0.570,0.350
99,956.00,0040,0000,0.550,0.380
99,955.75,0040,0000,0.590,0.410
99,955.50,0040,0000,0.590,0.400
99,955.25,0040,0000,0.560,0.330
99,955.00,0040,0000,0.580,0.320
99,954.75,0040,0000,0.550,0.200
99,954.50,0040,0000,0.560,0.180
99,954.25,0040,0000,0.500,0.130
99,954.00,0040,0000,0.380,0.100
99,953.75,0040,0000,0.270,0.070
99,953.50,0040,0000,0.170,0.000
99,953.25,0040,0000,0.160,-0.020
99,953.00,0040,0000,0.130,-0.060
99,952.75,0040,0000,0.160,-0.080
99,952.50,0040,0000,0.220,-0.090
99,952.25,0040,0000,0.410,-0.070
99,952.00,0040,0000,0.470,-0.050
99,951.75,0040,0000,0.440,-0.070
99,951.50,0040,0000,0.340,-0.050
99,951.25,0040,0000,0.260,-0.020
99,951.00,0040,0000,0.330,0.030
99,950.75,0040,0000,0.350,0.110
99,950.50,0040,0000,0.420,0.170
99,950.25,0040,0000,0.520,0.340
99,950.00,0040,0000,0.560,0.370
99,949.75,0040,0000,0.660,0.510
99,949.50,0040,0000,0.580,0.510
99,949.25,0040,0000,0.630,0.610
99,949.00,0040,0000,0.590,0.660
99,948.75,0040,0000,0.470,0.650
99,948.50,0040,0000,0.310,0.610
99,948.25,0040,0000,0.180,0.510
99,948.00,0040,0000,0.150,0.480
99,947.75,0040,0000,0.090,0.410
99,947.50,0040,0000,0.090,0.320
99,947.25,0040,0000,0.010,0.120
99,947.00,0040,0000,-0.010,0.030
99,946.75,0040,0000,-0.130,-0.020
99,946.50,0040,0000,-0.170,0.050
99,946.25,0040,0000,-0.270,0.000
99,946.00,0040,0000,-0.650,0.000
99,945.75,0040,0000,-0.780,0.000
99,945.50,0040,0000,-0.840,0.060
99,945.25,0040,0000,-0.590,0.090
99,945.00,0040,0000,-0.370,0.210
99,944.75,0040,0000,-0.240,0.330
99,944.50,0040,0000,0.000,0.430
99,944.25,0040,0000,0.020,0.410
99,944.00,0040,0000,0.030,0.330
99,943.75,0040,0000,-0.020,0.300
99,943.50,0040,0000,-0.100,0.240
99,943.25,0040,0000,-0.080,0.250
99,943.00,0040,0000,-0.180,0.180
99,942.75,0040,0000,-0.200,0.170
99,942.50,0040,0000,-0.510,0.050
99,942.25,0040,0000,-0.480,0.000
99,942.00,0040,0000,-0.420,-0.050
99,941.75,0040,0000,-0.130,-0.140
99,941.50,0040,0000,-0.170,-0.260
99,941.25,0040,0000,-0.200,-0.350
99,941.00,0040,0000,-0.250,-0.370
99,940.75,0040,0000,-0.240,-0.380
99,940.50,0040,0000,-0.200,-0.390
99,940.25,0040,0000,-0.300,-0.400
99,940.00,0040,0000,-0.270,-0.440
99,939.75,0040,0000,-0.240,-0.310
99,939.50,0040,0000,-0.070,-0.370
99,939.25,0040,0000,-0.040,-0.430
99,939.00,0040,0000,0.120,-0.610
99,938.75,0040,0000,0.000,-0.650
99,938.50,0040,0000,-0.040,-0.600
99,938.25,0040,0000,-0.290,-0.610
99,938.00,0040,0000,-0.170,-0.510
99,937.75,0040,0000,-0.120,-0.460
99,937.50,0040,0000,-0.030,-0.370
99,937.25,0040,0000,0.200,-0.300
99,937.00,0040,0000,0.240,-0.340
99,936.75,0040,0000,0.200,-0.440
99,936.50,0040,0000,-0.020,-0.540
99,936.25,0040,0000,-0.100,-0.550
99,936.00,0040,0000,-0.060,-0.440
99,935.75,0040,0000,-0.130,-0.260
99,935.50,0040,0000,-0.320,-0.550
99,935.25,0040,0000,-0.370,-0.520
99,935.00,0040,0000,-0.480,-0.650
99,934.75,0040,0000,-0.360,-0.260
99,934.50,0040,0000,-0.430,-0.310
99,934.25,0040,0000,-0.380,-0.260
99,934.00,0040,0000,-0.400,-0.260
99,933.75,0040,0000,-0.230,-0.240
99,933.50,0040,0000,-0.410,-0.360
99,933.25,0040,0000,-0.430,-0.360
99,933.00,0040,0000,-0.710,-0.470
99,932.75,0040,0000,-0.640,-0.370
99,932.50,0040,0000,-0.590,-0.280
99,932.25,0040,0000,-0.910,-0.180
99,932.00,0040,0000,-0.750,-0.060
99,931.75,0040,0000,-0.840,-0.060
99,931.50,0040,0000,-0.490,0.070
99,931.25,0040,0000,-0.520,-0.060
99,931.00,0040,0000,-0.410,0.010
99,930.75,0040,0000,-0.210,0.110
99,930.50,0040,0000,-0.140,0.380
99,930.25,0040,0000,0.000,0.450
99,930.00,0040,0000,0.030,0.470
99,929.75,0040,0000,0.010,0.440
99,929.50,0040,0000,0.030,0.430
99,929.25,0040,0000,0.170,0.420
99,929.00,0040,0000,0.320,0.430
99,928.75,0040,0000,0.360,0.370
99,928.50,0040,0000,-0.180,0.310
99,928.25,0040,0000,-0.110,0.360
99,928.00,0040,0000,-0.060,0.390
99,927.75,0040,0000,0.600,0.480
99,927.50,0040,0000,0.660,0.430
99,927.25,0040,0000,0.780,0.440
99,927.00,0040,0000,0.860,0.450
99,926.75,0040,0000,1.030,0.440
99,926.50,0040,0000,1.110,0.510
99,926.25,0040,0000,1.170,0.620
99,926.00,0040,0000,1.160,0.820
99,925.75,0040,0000,1.240,0.880
99,925.50,0040,0000,1.140,0.850
99,925.25,0040,0000,1.050,0.800
99,925.00,0040,0000,0.960,0.720
99,924.75,0040,0000,1.020,0.790
99,924.50,0040,0000,1.130,0.750
99,924.25,0040,0000,1.060,0.730
99,924.00,0040,0000,1.020,0.720
99,923.75,0040,0000,0.610,0.640
99,923.50,0040,0000,0.570,0.620
99,923.25,0040,0000,0.400,0.440
99,923.00,0040,0000,0.550,0.380
99,922.75,0040,0000,0.400,0.240
99,922.50,0040,0000,0.250,0.110
99,922.25,0040,0000,0.290,0.040
99,922.00,0040,0000,0.350,0.130
99,921.75,0040,0000,0.370,0.070
99,921.50,0040,0000,0.320,0.010
99,921.25,0040,0000,0.170,-0.200
99,921.00,0040,0000,0.170,-0.180
99,920.75,0040,0000,0.080,-0.170
99,920.50,0040,0000,-0.060,-0.180
99,920.25,0040,0000,-0.100,-0.170
99,920.00,0040,0000,-0.170,-0.170
99,919.75,0040,0000,-0.010,-0.060
99,919.50,0040,0000,-0.060,-0.120
99,919.25,0040,0000,-0.100,-0.150
99,919.00,0040,0000,-0.180,-0.210
99,918.75,0040,0000,-0.350,-0.150
99,918.50,0040,0000,-0.430,-0.100
99,918.25,0040,0000,-0.590,-0.130
99,918.00,0040,0000,-0.620,-0.200
99,917.75,0040,0000,-0.600,-0.200
99,917.50,0040,0000,-0.680,-0.240
99,917.25,0040,0000,-0.500,-0.200
99,917.00,0040,0000,-0.580,-0.210
99,916.75,0040,0000,-0.270,-0.100
99,916.50,0040,0000,0.000,0.340
99,916.25,0040,0000,0.150,0.340
99,916.00,0040,0000,0.000,0.240
99,915.75,0040,0000,-0.310,-0.340
99,915.50,0040,0000,-0.180,-0.470
99,915.25,0040,0000,-0.280,-0.560
99,915.00,0040,0000,-0.510,-0.640
99,914.75,0040,0000,-0.910,-0.780
99,914.50,0040,0000,-1.020,-0.820
99,914.25,0040,0000,-0.860,-0.760
99,914.00,0040,0000,-0.790,-0.630
99,913.75,0040,0000,-0.570,-0.580
99,913.50,0040,0000,-0.570,-0.600
99,913.25,0040,0000,-0.440,-0.440
99,913.00,0040,0000,-0.510,-0.370
99,912.75,0040,0000,-0.490,-0.250
99,912.50,0040,0000,-0.480,-0.230
99,912.25,0040,0000,-0.350,-0.130
99,912.00,0040,0000,-0.180,-0.030
99,911.75,0040,0000,0.000,0.060
99,911.50,0040,0000,0.230,0.250
99,911.25,0040,0000,0.510,0.510
99,911.00,0040,0000,0.700,0.680
99,910.75,0040,0000,1.050,0.940
99,910.50,0040,0000,1.210,1.060
99,910.25,0040,0000,1.440,1.150
99,910.00,0040,0000,1.370,1.090
99,909.75,0040,0000,1.410,0.990
99,909.50,0040,0000,1.390,0.900
99,909.25,0040,0000,1.640,0.880
99,909.00,0040,0000,1.650,0.750
99,908.75,0040,0000,1.620,0.420
99,908.50,0040,0000,1.220,0.320
99,908.25,0040,0000,1.020,0.190
99,908.00,0040,0000,0.840,0.260
99,907.75,0040,0000,0.980,0.220
99,907.50,0040,0000,0.670,0.110
99,907.25,0040,0000,0.430,-0.010
99,907.00,0040,0000,-0.330,-0.340
99,906.75,0040,0000,-0.410,-0.380
99,906.50,0040,0000,-0.390,0.010
99,906.25,0040,0000,-0.170,-0.050
99,906.00,0040,0000,-0.130,-0.060
99,905.75,0040,0000,-0.240,-0.480
99,905.50,0040,0000,-1.380,-0.570
99,905.25,0040,0000,-1.790,-0.810
99,905.00,0040,0000,-1.880,-0.800
99,904.75,0040,0000,-0.670,-0.480
99,904.50,0040,0000,-0.340,-0.190
99,904.25,0040,0000,-0.230,-0.130
99,904.00,0040,0000,-0.260,-0.080
99,903.75,0040,0000,-0.160,0.030
99,903.50,0040,0000,-0.650,0.020
99,903.25,0040,0000,-0.640,-0.020
99,903.00,0040,0000,-0.760,-0.070
99,902.75,0040,0000,-0.350,0.000
99,902.50,0040,0000,-0.490,0.000
99,902.25,0040,0000,-0.580,0.020
99,902.00,0040,0000,-0.720,-0.040
99,901.75,0040,0000,-0.790,-0.050
99,901.50,0040,0000,-0.790,-0.030
99,901.25,0040,0000,-0.790,-0.050
99,901.00,0040,0000,-0.730,-0.200
99,900.75,0040,0000,-0.750,-0.580
99,900.50,0040,0000,-0.790,-0.750
99,900.25,0040,0000,-0.910,-0.700
99,900.00,0040,0000,-0.930,-0.470
99,899.75,0040,0000,-0.900,-0.460
99,899.50,0040,0000,-0.830,-0.520
99,899.25,0040,0000,-0.750,-0.610
99,899.00,0040,0000,-0.730,-0.620
99,898.75,0040,0000,-0.780,-0.840
99,898.50,0040,0000,-0.830,-0.900
99,898.25,0040,0000,-0.720,-0.890
99,898.00,0040,0000,-0.730,-0.760
99,897.75,0040,0000,-0.580,-0.570
99,897.50,0040,0000,-0.580,-0.530
99,897.25,0040,0000,-0.620,-0.480
99,897.00,0040,0000,-0.700,-0.510
99,896.75,0040,0000,-0.720,-0.390
99,896.50,0040,0000,-0.480,-0.210
99,896.25,0040,0000,-0.410,-0.110
99,896.00,0040,0000,-0.370,-0.280
99,895.75,0040,0000,-0.300,-0.270
99,895.50,0040,0000,-0.180,-0.290
99,895.25,0040,0000,0.090,-0.060
99,895.00,0040,0000,0.240,0.030
99,894.75,0040,0000,0.470,0.190
99,894.50,0040,0000,0.510,0.350
99,894.25,0040,0000,0.600,0.480
99,894.00,0040,0000,0.650,0.510
99,893.75,0040,0000,0.810,0.570
99,893.50,0040,0000,0.910,0.440
99,893.25,0040,0000,1.040,0.510
99,893.00,0040,0000,1.310,0.610
99,892.75,0040,0000,1.320,0.820
99,892.50,0040,0000,1.510,1.270
99,892.25,0040,0000,1.130,1.390
99,892.00,0040,0000,1.010,1.350
99,891.75,0040,0000,0.620,0.810
99,891.50,0040,0000,0.480,0.360
99,891.25,0040,0000,0.410,0.200
99,891.00,0040,0000,0.260,0.080
99,890.75,0040,0000,0.130,0.100
99,890.50,0040,0000,0.000,-0.020
99,890.25,0040,0000,-0.030,-0.060
99,890.00,0040,0000,-0.010,-0.080
99,889.75,0040,0000,-0.050,-0.100
99,889.50,0040,0000,-0.060,-0.100
99,889.25,0040,0000,-0.070,-0.120
99,889.00,0040,0000,0.020,-0.030
99,888.75,0040,0000,0.090,-0.060
99,888.50,0040,0000,0.170,-0.030
99,888.25,0040,0000,0.140,-0.090
99,888.00,0040,0000,0.200,-0.060
99,887.75,0040,0000,0.120,-0.140
99,887.50,0040,0000,0.100,-0.170
99,887.25,0040,0000,0.030,-0.170
99,887.00,0040,0000,0.100,-0.140
99,886.75,0040,0000,0.200,0.000
99,886.50,0040,0000,0.340,0.050
99,886.25,0040,0000,0.420,0.000
99,886.00,0040,0000,0.480,-0.070
99,885.75,0040,0000,0.580,-0.030
99,885.50,0040,0000,0.700,0.140
99,885.25,0040,0000,0.820,0.230
99,885.00,0040,0000,0.550,-0.390
99,884.75,0040,0000,0.450,-0.550
99,884.50,0040,0000,0.170,-0.600
99,884.25,0040,0000,0.270,-0.020
99,884.00,0040,0000,0.220,0.090
99,883.75,0040,0000,0.210,0.030
99,883.50,0040,0000,0.170,0.080
99,883.25,0040,0000,0.100,0.030
99,883.00,0040,0000,0.040,0.080
99,882.75,0040,0000,-0.120,0.010
99,882.50,0040,0000,-0.280,0.000
99,882.25,0040,0000,-0.320,0.030
99,882.00,0040,0000,-0.280,0.030
99,881.75,0040,0000,-0.250,-0.030
99,881.50,0040,0000,-0.240,-0.050
99,881.25,0040,0000,-0.180,-0.030
99,881.00,0040,0000,-0.170,0.000
99,880.75,0040,0000,-0.090,0.030
99,880.50,0040,0000,-0.030,0.080
99,880.25,0040,0000,0.180,0.180
99,880.00,0040,0000,0.340,0.290
99,879.75,0040,0000,-0.310,0.190
99,879.50,0040,0000,-0.270,0.260
99,879.25,0040,0000,-0.190,0.440
99,879.00,0040,0000,0.680,0.650
99,878.75,0040,0000,0.750,0.650
99,878.50,0040,0000,0.650,0.430
99,878.25,0040,0000,0.450,0.280
99,878.00,0040,0000,0.310,0.270
99,877.75,0040,0000,-0.070,0.200
99,877.50,0040,0000,-0.030,0.320
99,877.25,0040,0000,-0.110,0.220
99,877.00,0040,0000,0.160,0.290
99,876.75,0040,0000,0.160,0.240
99,876.50,0040,0000,0.170,0.280
99,876.25,0040,0000,0.210,0.150
99,876.00,0040,0000,0.140,0.100
99,875.75,0040,0000,0.160,-0.030
99,875.50,0040,0000,0.130,0.030
99,875.25,0040,0000,0.170,-0.090
99,875.00,0040,0000,0.380,0.070
99,874.75,0040,0000,0.340,0.140
99,874.50,0040,0000,0.440,0.240
99,874.25,0040,0000,0.480,0.210
99,874.00,0040,0000,0.600,0.160
99,873.75,0040,0000,0.580,0.160
99,873.50,0040,0000,0.430,0.160
99,873.25,0040,0000,0.280,0.000
99,873.00,0040,0000,0.200,-0.120
99,872.75,0040,0000,0.710,-0.250
99,872.50,0040,0000,0.620,-0.370
99,872.25,0040,0000,0.490,-0.500
99,872.00,0040,0000,-0.250,-0.670
99,871.75,0040,0000,-0.220,-0.760
99,871.50,0040,0000,-0.230,-0.800
99,871.25,0040,0000,-0.220,-0.860
99,871.00,0040,0000,-0.300,-0.840
99,870.75,0040,0000,-0.410,-0.880
99,870.50,0040,0000,-0.640,-0.940
99,870.25,0040,0000,-0.820,-1.020
99,870.00,0040,0000,-0.910,-1.060
99,869.75,0040,0000,-0.890,-1.060
99,869.50,0040,0000,-0.900,-1.040
99,869.25,0040,0000,-0.980,-0.990
99,869.00,0040,0000,-0.990,-0.970
99,868.75,0040,0000,-1.010,-0.890
99,868.50,0040,0000,-0.950,-0.830
99,868.25,0040,0000,-0.940,-0.720
99,868.00,0040,0000,-0.930,-0.650
99,867.75,0040,0000,-0.890,-0.600
99,867.50,0040,0000,-0.820,-0.480
99,867.25,0040,0000,-0.670,-0.440
99,867.00,0040,0000,-0.490,-0.390
99,866.75,0040,0000,-0.360,-0.320
99,866.50,0040,0000,-0.150,-0.180
99,866.25,0040,0000,-0.100,-0.010
99,866.00,0040,0000,0.160,0.190
99,865.75,0040,0000,0.220,0.340
99,865.50,0040,0000,-0.030,0.410
99,865.25,0040,0000,-0.130,0.410
99,865.00,0040,0000,-0.110,0.800
99,864.75,0040,0000,0.240,0.830
99,864.50,0040,0000,0.210,0.750
99,864.25,0040,0000,0.140,0.280
99,864.00,0040,0000,0.120,0.200
99,863.75,0040,0000,-0.170,0.380
99,863.50,0040,0000,-0.190,0.410
99,863.25,0040,0000,-0.250,0.480
99,863.00,0040,0000,-0.010,0.300
99,862.75,0040,0000,-0.190,0.220
99,862.50,0040,0000,-0.320,0.130
99,862.25,0040,0000,-0.510,0.020
99,862.00,0040,0000,-0.640,0.120
99,861.75,0040,0000,-0.640,0.000
99,861.50,0040,0000,-0.500,0.030
99,861.25,0040,0000,-0.240,0.000
99,861.00,0040,0000,-0.050,0.060
99,860.75,0040,0000,0.090,0.110
99,860.50,0040,0000,0.140,0.180
99,860.25,0040,0000,0.180,0.310
99,860.00,0040,0000,0.050,0.340
99,859.75,0040,0000,0.000,0.320
99,859.50,0040,0000,-0.110,0.310
99,859.25,0040,0000,-0.070,0.340
99,859.00,0040,0000,-0.130,0.300
99,858.75,0040,0000,-0.100,0.280
99,858.50,0040,0000,-0.050,0.220
99,858.25,0040,0000,-0.050,0.100
99,858.00,0040,0000,-0.080,0.040
99,857.75,0040,0000,-0.140,0.030
99,857.50,0040,0000,-0.150,0.070
99,857.25,0040,0000,-0.270,0.050
99,857.00,0040,0000,-0.200,0.080
99,856.75,0040,0000,-0.020,0.790
99,856.50,0040,0000,0.170,0.860
99,856.25,0040,0000,0.100,0.820
99,856.00,0040,0000,0.040,0.150
99,855.75,0040,0000,0.000,0.010
99,855.50,0040,0000,0.030,0.020
99,855.25,0040,0000,0.130,-0.060
99,855.00,0040,0000,0.120,-0.040
99,854.75,0040,0000,0.200,-0.090
99,854.50,0040,0000,0.080,-0.080
99,854.25,0040,0000,0.170,0.000
99,854.00,0040,0000,0.370,0.010
99,853.75,0040,0000,0.410,-0.010
99,853.50,0040,0000,0.440,-0.070
99,853.25,0040,0000,0.450,-0.030
99,853.00,0040,0000,0.660,0.220
99,852.75,0040,0000,0.700,0.200
99,852.50,0040,0000,0.740,0.130
99,852.25,0040,0000,0.510,-0.120
99,852.00,0040,0000,0.360,-0.170
99,851.75,0040,0000,0.100,-0.120
99,851.50,0040,0000,0.100,-0.060
99,851.25,0040,0000,0.130,-0.010
99,851.00,0040,0000,0.200,-0.030
99,850.75,0040,0000,0.190,-0.030
99,850.50,0040,0000,0.220,0.000
99,850.25,0040,0000,0.210,0.020
99,850.00,0040,0000,0.240,0.000
99,849.75,0040,0000,0.170,0.020
99,849.50,0040,0000,0.240,0.240
99,849.25,0040,0000,0.130,0.280
99,849.00,0040,0000,0.090,0.270
99,848.75,0040,0000,0.030,0.100
99,848.50,0040,0000,0.110,0.120
99,848.25,0040,0000,0.290,0.190
99,848.00,0040,0000,-0.040,0.100
99,847.75,0040,0000,-0.060,0.160
99,847.50,0040,0000,-0.150,0.120
99,847.25,0040,0000,0.030,0.160
99,847.00,0040,0000,0.050,0.270
99,846.75,0040,0000,0.090,0.290
99,846.50,0040,0000,0.200,0.290
99,846.25,0040,0000,0.200,0.110
99,846.00,0040,0000,0.140,0.040
99,845.75,0040,0000,0.190,0.110
99,845.50,0040,0000,0.230,0.120
99,845.25,0040,0000,0.200,0.090
99,845.00,0040,0000,0.060,-0.050
99,844.75,0040,0000,-0.020,-0.170
99,844.50,0040,0000,-0.110,-0.240
99,844.25,0040,0000,-0.060,-0.290
99,844.00,0040,0000,0.050,-0.280
99,843.75,0040,0000,0.240,-0.230
99,843.50,0040,0000,0.230,-0.220
99,843.25,0040,0000,0.350,-0.080
99,843.00,0040,0000,0.490,-0.010
99,842.75,0040,0000,0.820,0.110
99,842.50,0040,0000,0.820,0.140
99,842.25,0040,0000,0.720,0.250
99,842.00,0040,0000,0.540,0.320
99,841.75,0040,0000,0.410,-0.040
99,841.50,0040,0000,0.410,-0.070
99,841.25,0040,0000,0.490,-0.110
99,841.00,0040,0000,0.510,-0.220
99,840.75,0040,0000,0.500,-0.240
99,840.50,0040,0000,0.370,-0.300
99,840.25,0040,0000,0.350,0.120
99,840.00,0040,0000,0.200,0.160
99,839.75,0040,0000,0.040,0.230
99,839.50,0040,0000,-0.170,0.290
99,839.25,0040,0000,-0.240,0.550
99,839.00,0040,0000,-0.380,0.470
99,838.75,0040,0000,-0.370,0.320
99,838.50,0040,0000,-0.490,-0.070
99,838.25,0040,0000,-0.310,-0.120
99,838.00,0040,0000,-0.310,-0.130
99,837.75,0040,0000,-0.340,-0.020
99,837.50,0040,0000,-0.570,-0.080
99,837.25,0040,0000,-0.610,-0.030
99,837.00,0040,0000,-0.480,-0.180
99,836.75,0040,0000,-0.410,-0.170
99,836.50,0040,0000,-0.360,0.050
99,836.25,0040,0000,-0.450,0.000
99,836.00,0040,0000,-0.410,-0.030
99,835.75,0040,0000,-0.360,-0.390
99,835.50,0040,0000,-0.310,-0.410
99,835.25,0040,0000,-0.340,-0.440
99,835.00,0040,0000,-0.350,-0.410
99,834.75,0040,0000,-0.240,0.000
99,834.50,0040,0000,-0.160,0.070
99,834.25,0040,0000,-0.210,0.100
99,834.00,0040,0000,-0.350,-0.270
99,833.75,0040,0000,-0.320,-0.240
