里程,Meters,Flags,Event,左高程(mm),右高程(mm)
99,658.25,0040,0000,0.060,-0.150
99,658.00,0040,0000,0.000,-0.150
99,657.75,0040,0000,0.000,0.130
99,657.50,0040,0000,-0.020,0.130
99,657.25,0040,0000,0.060,0.130
99,657.00,0040,0000,0.100,0.010
99,656.75,0040,0000,0.130,0.030
99,656.50,0040,0000,0.330,0.070
99,656.25,0040,0000,0.370,0.100
99,656.00,0040,0000,0.480,0.160
99,655.75,0040,0000,0.350,0.180
99,655.50,0040,0000,0.410,0.350
99,655.25,0040,0000,0.290,0.460
99,655.00,0040,0000,0.240,0.630
99,654.75,0040,0000,0.180,0.640
99,654.50,0040,0000,0.280,0.690
99,654.25,0040,0000,0.320,0.720
99,654.00,0040,0000,0.310,0.810
99,653.75,0040,0000,0.370,0.860
99,653.50,0040,0000,0.440,0.890
99,653.25,0040,0000,0.560,0.850
99,653.00,0040,0000,0.560,0.790
99,652.75,0040,0000,0.540,0.710
99,652.50,0040,0000,0.550,0.600
99,652.25,0040,0000,0.620,0.550
99,652.00,0040,0000,0.600,0.550
99,651.75,0040,0000,0.620,0.630
99,651.50,0040,0000,0.570,0.610
99,651.25,0040,0000,0.600,0.580
99,651.00,0040,0000,0.500,0.500
99,650.75,0040,0000,0.350,0.410
99,650.50,0040,0000,0.270,0.250
99,650.25,0040,0000,0.200,0.100
99,650.00,0040,0000,0.130,-0.080
99,649.75,0040,0000,-0.050,-0.250
99,649.50,0040,0000,-0.160,-0.340
99,649.25,0040,0000,-0.260,-0.350
99,649.00,0040,0000,-0.320,-0.320
99,648.75,0040,0000,-0.360,-0.290
99,648.50,0040,0000,-0.340,-0.290
99,648.25,0040,0000,-0.310,-0.240
99,648.00,0040,0000,-0.350,-0.270
99,647.75,0040,0000,-0.410,-0.250
99,647.50,0040,0000,-0.500,-0.310
99,647.25,0040,0000,-0.520,-0.370
99,647.00,0040,0000,-0.550,-0.440
99,646.75,0040,0000,-0.480,-0.230
99,646.50,0040,0000,-0.420,-0.210
99,646.25,0040,0000,-0.360,-0.130
99,646.00,0040,0000,-0.360,-0.280
99,645.75,0040,0000,-0.400,-0.320
99,645.50,0040,0000,-0.540,-0.510
99,645.25,0040,0000,-0.630,-0.680
99,645.00,0040,0000,-0.730,-0.740
99,644.75,0040,0000,-0.670,-0.710
99,644.50,0040,0000,-0.700,-0.680
99,644.25,0040,0000,-0.710,-0.640
99,644.00,0040,0000,-0.770,-0.550
99,643.75,0040,0000,-0.740,-0.410
99,643.50,0040,0000,-0.590,-0.230
99,643.25,0040,0000,-0.460,-0.120
99,643.00,0040,0000,-0.390,-0.100
99,642.75,0040,0000,-0.410,-0.160
99,642.50,0040,0000,-0.430,-0.130
99,642.25,0040,0000,-0.510,-0.130
99,642.00,0040,0000,-0.560,-0.020
99,641.75,0040,0000,-0.620,-0.030
99,641.50,0040,0000,-0.580,0.000
99,641.25,0040,0000,-0.600,-0.140
99,641.00,0040,0000,-0.620,-0.200
99,640.75,0040,0000,-0.640,-0.270
99,640.50,0040,0000,-0.630,-0.290
99,640.25,0040,0000,-0.690,-0.310
99,640.00,0040,0000,-0.740,-0.280
99,639.75,0040,0000,-0.770,-0.240
99,639.50,0040,0000,-0.730,-0.090
99,639.25,0040,0000,-0.650,0.060
99,639.00,0040,0000,-0.510,0.190
99,638.75,0040,0000,-0.380,0.020
99,638.50,0040,0000,-0.200,-0.080
99,638.25,0040,0000,-0.120,-0.260
99,638.00,0040,0000,0.000,-0.170
99,637.75,0040,0000,0.110,-0.120
99,637.50,0040,0000,0.220,0.010
99,637.25,0040,0000,0.310,0.090
99,637.00,0040,0000,0.330,0.110
99,636.75,0040,0000,0.370,0.190
99,636.50,0040,0000,0.370,0.280
99,636.25,0040,0000,0.310,0.430
99,636.00,0040,0000,0.220,0.430
99,635.75,0040,0000,0.190,0.310
99,635.50,0040,0000,0.220,0.130
99,635.25,0040,0000,0.330,0.050
99,635.00,0040,0000,0.440,0.150
99,634.75,0040,0000,0.480,0.230
99,634.50,0040,0000,0.450,0.290
99,634.25,0040,0000,0.410,0.280
99,634.00,0040,0000,0.410,0.330
99,633.75,0040,0000,0.520,0.340
99,633.50,0040,0000,0.620,0.320
99,633.25,0040,0000,0.680,0.270
99,633.00,0040,0000,0.650,0.230
99,632.75,0040,0000,0.580,0.190
99,632.50,0040,0000,0.550,0.210
99,632.25,0040,0000,0.520,0.260
99,632.00,0040,0000,0.550,0.320
99,631.75,0040,0000,0.640,0.340
99,631.50,0040,0000,0.630,0.360
99,631.25,0040,0000,0.680,0.410
99,631.00,0040,0000,0.640,0.440
99,630.75,0040,0000,0.740,0.480
99,630.50,0040,0000,0.780,0.470
99,630.25,0040,0000,0.820,0.430
99,630.00,0040,0000,0.750,0.340
99,629.75,0040,0000,0.720,0.240
99,629.50,0040,0000,0.630,0.200
99,629.25,0040,0000,0.570,0.150
99,629.00,0040,0000,0.480,0.170
99,628.75,0040,0000,0.410,0.210
99,628.50,0040,0000,0.360,0.280
99,628.25,0040,0000,0.280,0.310
99,628.00,0040,0000,0.460,0.380
99,627.75,0040,0000,0.490,0.440
99,627.50,0040,0000,0.530,0.370
99,627.25,0040,0000,0.360,0.240
99,627.00,0040,0000,0.290,0.060
99,626.75,0040,0000,0.220,-0.070
99,626.50,0040,0000,0.130,-0.200
99,626.25,0040,0000,-0.060,-0.260
99,626.00,0040,0000,-0.010,-0.210
99,625.75,0040,0000,-0.060,-0.210
99,625.50,0040,0000,0.050,-0.210
99,625.25,0040,0000,-0.100,-0.270
99,625.00,0040,0000,-0.070,-0.320
99,624.75,0040,0000,-0.070,-0.380
99,624.50,0040,0000,-0.100,-0.530
99,624.25,0040,0000,-0.160,-0.570
99,624.00,0040,0000,-0.310,-0.640
99,623.75,0040,0000,-0.340,-0.670
99,623.50,0040,0000,-0.410,-0.790
99,623.25,0040,0000,-0.370,-0.740
99,623.00,0040,0000,-0.320,-0.600
99,622.75,0040,0000,-0.330,-0.590
99,622.50,0040,0000,-0.250,-0.580
99,622.25,0040,0000,-0.230,-0.620
99,622.00,0040,0000,-0.100,-0.440
99,621.75,0040,0000,-0.130,-0.310
99,621.50,0040,0000,-0.170,-0.190
99,621.25,0040,0000,-0.290,0.000
99,621.00,0040,0000,-0.370,-0.130
99,620.75,0040,0000,-0.340,-0.270
99,620.50,0040,0000,-0.260,-0.630
99,620.25,0040,0000,-0.240,-0.750
99,620.00,0040,0000,-0.330,-0.660
99,619.75,0040,0000,-0.110,-0.410
99,619.50,0040,0000,-0.100,-0.280
99,619.25,0040,0000,0.000,-0.260
99,619.00,0040,0000,-0.240,-0.370
99,618.75,0040,0000,-0.060,-0.190
99,618.50,0040,0000,0.030,0.080
99,618.25,0040,0000,0.130,0.400
99,618.00,0040,0000,0.030,0.410
99,617.75,0040,0000,0.000,0.270
99,617.50,0040,0000,0.000,0.150
99,617.25,0040,0000,0.130,0.330
99,617.00,0040,0000,0.250,0.550
99,616.75,0040,0000,0.210,0.640
99,616.50,0040,0000,0.060,0.620
99,616.25,0040,0000,-0.050,0.610
99,616.00,0040,0000,-0.100,0.660
99,615.75,0040,0000,-0.020,0.810
99,615.50,0040,0000,0.000,0.720
99,615.25,0040,0000,0.010,0.500
99,615.00,0040,0000,0.000,0.220
99,614.75,0040,0000,0.040,0.150
99,614.50,0040,0000,0.140,0.240
99,614.25,0040,0000,0.060,0.150
99,614.00,0040,0000,-0.060,0.030
99,613.75,0040,0000,-0.100,-0.060
99,613.50,0040,0000,-0.030,-0.020
99,613.25,0040,0000,0.120,0.070
99,613.00,0040,0000,-0.030,0.130
99,612.75,0040,0000,-0.170,0.100
99,612.50,0040,0000,-0.360,0.060
99,612.25,0040,0000,-0.340,-0.040
99,612.00,0040,0000,-0.250,-0.110
99,611.75,0040,0000,-0.160,-0.200
99,611.50,0040,0000,-0.100,-0.130
99,611.25,0040,0000,-0.080,-0.040
99,611.00,0040,0000,-0.090,-0.010
99,610.75,0040,0000,-0.060,-0.010
99,610.50,0040,0000,-0.060,0.040
99,610.25,0040,0000,0.000,0.170
99,610.00,0040,0000,0.070,0.270
99,609.75,0040,0000,0.110,0.390
99,609.50,0040,0000,0.080,0.350
99,609.25,0040,0000,0.100,0.450
99,609.00,0040,0000,0.100,0.300
99,608.75,0040,0000,0.120,0.270
99,608.50,0040,0000,0.030,0.060
99,608.25,0040,0000,-0.030,0.010
99,608.00,0040,0000,-0.140,-0.060
99,607.75,0040,0000,-0.140,0.150
99,607.50,0040,0000,-0.160,0.190
99,607.25,0040,0000,-0.070,0.270
99,607.00,0040,0000,-0.060,0.100
99,606.75,0040,0000,-0.060,0.080
99,606.50,0040,0000,-0.170,-0.030
99,606.25,0040,0000,-0.230,-0.350
99,606.00,0040,0000,-0.280,-0.550
99,605.75,0040,0000,-0.240,-0.610
99,605.50,0040,0000,-0.290,-0.500
99,605.25,0040,0000,-0.280,-0.420
99,605.00,0040,0000,-0.310,-0.370
99,604.75,0040,0000,-0.270,-0.340
99,604.50,0040,0000,-0.240,-0.340
99,604.25,0040,0000,-0.200,-0.360
99,604.00,0040,0000,-0.160,-0.390
99,603.75,0040,0000,-0.210,-0.420
99,603.50,0040,0000,-0.180,-0.410
99,603.25,0040,0000,-0.230,-0.420
99,603.00,0040,0000,-0.160,-0.440
99,602.75,0040,0000,-0.100,-0.390
99,602.50,0040,0000,0.020,-0.330
99,602.25,0040,0000,0.150,-0.270
99,602.00,0040,0000,0.270,-0.240
99,601.75,0040,0000,0.290,-0.170
99,601.50,0040,0000,0.220,-0.080
99,601.25,0040,0000,0.060,-0.050
99,601.00,0040,0000,-0.010,-0.040
99,600.75,0040,0000,-0.010,-0.030
99,600.50,0040,0000,0.100,0.050
99,600.25,0040,0000,0.120,0.070
99,600.00,0040,0000,0.100,0.040
99,599.75,0040,0000,0.000,0.030
99,599.50,0040,0000,-0.010,0.100
99,599.25,0040,0000,0.000,0.200
99,599.00,0040,0000,-0.040,0.200
99,598.75,0040,0000,0.000,0.260
99,598.50,0040,0000,0.020,0.330
99,598.25,0040,0000,0.050,0.400
99,598.00,0040,0000,0.000,0.410
99,597.75,0040,0000,-0.060,0.370
99,597.50,0040,0000,-0.170,0.320
99,597.25,0040,0000,-0.120,0.230
99,597.00,0040,0000,-0.080,0.140
99,596.75,0040,0000,-0.020,0.050
99,596.50,0040,0000,-0.080,0.050
99,596.25,0040,0000,-0.140,0.000
99,596.00,0040,0000,-0.430,-0.030
99,595.75,0040,0000,-0.510,-0.030
99,595.50,0040,0000,-0.490,0.020
99,595.25,0040,0000,-0.190,0.160
99,595.00,0040,0000,-0.080,0.130
99,594.75,0040,0000,-0.030,0.070
99,594.50,0040,0000,0.020,-0.020
99,594.25,0040,0000,0.160,0.000
99,594.00,0040,0000,0.290,0.020
99,593.75,0040,0000,0.330,0.040
99,593.50,0040,0000,0.350,-0.020
99,593.25,0040,0000,0.310,-0.100
99,593.00,0040,0000,0.340,-0.100
99,592.75,0040,0000,0.360,0.000
99,592.50,0040,0000,0.380,-0.060
99,592.25,0040,0000,0.390,-0.070
99,592.00,0040,0000,0.380,-0.240
99,591.75,0040,0000,0.440,-0.140
99,591.50,0040,0000,0.440,-0.180
99,591.25,0040,0000,0.460,-0.100
99,591.00,0040,0000,0.470,-0.100
99,590.75,0040,0000,0.370,-0.120
99,590.50,0040,0000,0.280,-0.140
99,590.25,0040,0000,0.200,0.000
99,590.00,0040,0000,0.180,0.060
99,589.75,0040,0000,0.090,0.100
99,589.50,0040,0000,0.030,0.010
99,589.25,0040,0000,0.030,-0.010
99,589.00,0040,0000,0.200,0.010
99,588.75,0040,0000,0.480,0.040
99,588.50,0040,0000,0.500,0.050
99,588.25,0040,0000,0.320,0.000
99,588.00,0040,0000,0.090,-0.050
99,587.75,0040,0000,-0.030,-0.170
99,587.50,0040,0000,0.000,-0.190
99,587.25,0040,0000,-0.030,-0.200
99,587.00,0040,0000,0.000,-0.110
99,586.75,0040,0000,0.050,-0.020
99,586.50,0040,0000,0.050,0.020
99,586.25,0040,0000,0.290,0.170
99,586.00,0040,0000,0.240,0.240
99,585.75,0040,0000,0.310,0.340
99,585.50,0040,0000,0.180,0.320
99,585.25,0040,0000,0.290,0.380
99,585.00,0040,0000,0.320,0.440
99,584.75,0040,0000,0.330,0.540
99,584.50,0040,0000,0.290,0.580
99,584.25,0040,0000,0.280,0.620
99,584.00,0040,0000,0.310,0.650
99,583.75,0040,0000,0.370,0.680
99,583.50,0040,0000,0.300,0.650
99,583.25,0040,0000,0.220,0.600
99,583.00,0040,0000,0.050,0.550
99,582.75,0040,0000,-0.120,0.360
99,582.50,0040,0000,-0.320,0.130
99,582.25,0040,0000,-0.410,-0.170
99,582.00,0040,0000,-0.480,-0.310
99,581.75,0040,0000,-0.540,-0.370
99,581.50,0040,0000,-0.680,-0.410
99,581.25,0040,0000,-0.730,-0.520
99,581.00,0040,0000,-0.720,-0.570
99,580.75,0040,0000,-0.740,-0.630
99,580.50,0040,0000,-0.790,-0.590
99,580.25,0040,0000,-0.910,-0.700
99,580.00,0040,0000,-0.930,-0.760
99,579.75,0040,0000,-0.880,-0.890
99,579.50,0040,0000,-0.820,-0.890
99,579.25,0040,0000,-0.680,-0.780
99,579.00,0040,0000,-0.580,-0.550
99,578.75,0040,0000,-0.400,-0.240
99,578.50,0040,0000,-0.300,-0.030
99,578.25,0040,0000,-0.120,0.240
99,578.00,0040,0000,-0.030,0.310
99,577.75,0040,0000,0.000,0.440
99,577.50,0040,0000,0.030,0.390
99,577.25,0040,0000,0.120,0.560
99,577.00,0040,0000,0.230,0.650
99,576.75,0040,0000,-0.060,0.740
99,576.50,0040,0000,-0.030,0.720
99,576.25,0040,0000,-0.060,0.710
99,576.00,0040,0000,0.360,0.720
99,575.75,0040,0000,0.340,0.640
99,575.50,0040,0000,0.320,0.500
99,575.25,0040,0000,0.180,0.420
99,575.00,0040,0000,0.030,0.250
99,574.75,0040,0000,-0.030,0.170
99,574.50,0040,0000,-0.060,0.000
99,574.25,0040,0000,0.040,0.210
99,574.00,0040,0000,0.040,0.030
99,573.75,0040,0000,0.030,-0.090
99,573.50,0040,0000,-0.120,-0.580
99,573.25,0040,0000,-0.100,-0.550
99,573.00,0040,0000,-0.130,-0.530
99,572.75,0040,0000,-0.110,-0.460
99,572.50,0040,0000,-0.220,-0.570
99,572.25,0040,0000,-0.310,-0.700
99,572.00,0040,0000,-0.350,-0.750
99,571.75,0040,0000,-0.460,-0.780
99,571.50,0040,0000,-0.550,-0.820
99,571.25,0040,0000,-0.610,-0.920
99,571.00,0040,0000,-0.560,-0.880
99,570.75,0040,0000,-0.480,-0.790
99,570.50,0040,0000,-0.370,-0.580
99,570.25,0040,0000,-0.310,-0.480
99,570.00,0040,0000,-0.140,-0.270
99,569.75,0040,0000,-0.110,-0.120
99,569.50,0040,0000,0.000,0.020
99,569.25,0040,0000,0.010,0.320
99,569.00,0040,0000,0.090,0.340
99,568.75,0040,0000,0.130,0.350
99,568.50,0040,0000,0.130,-0.270
99,568.25,0040,0000,0.200,-0.330
99,568.00,0040,0000,0.230,-0.360
99,567.75,0040,0000,0.190,-0.100
99,567.50,0040,0000,0.170,-0.060
99,567.25,0040,0000,0.140,-0.040
99,567.00,0040,0000,0.230,0.000
99,566.75,0040,0000,0.210,0.010
99,566.50,0040,0000,0.060,0.000
99,566.25,0040,0000,0.110,0.000
99,566.00,0040,0000,0.220,0.000
99,565.75,0040,0000,0.480,0.000
99,565.50,0040,0000,0.510,0.020
99,565.25,0040,0000,0.510,0.070
99,565.00,0040,0000,0.500,0.150
99,564.75,0040,0000,0.480,0.160
99,564.50,0040,0000,0.390,0.130
99,564.25,0040,0000,0.320,0.130
99,564.00,0040,0000,0.170,0.130
99,563.75,0040,0000,0.170,0.170
99,563.50,0040,0000,0.240,0.110
99,563.25,0040,0000,0.180,0.070
99,563.00,0040,0000,0.280,0.030
99,562.75,0040,0000,0.360,0.040
99,562.50,0040,0000,0.580,0.090
99,562.25,0040,0000,0.540,0.060
99,562.00,0040,0000,0.460,0.110
99,561.75,0040,0000,0.460,0.140
99,561.50,0040,0000,0.510,0.210
99,561.25,0040,0000,0.510,0.240
99,561.00,0040,0000,0.590,0.230
99,560.75,0040,0000,0.550,0.210
99,560.50,0040,0000,0.510,0.160
99,560.25,0040,0000,0.420,0.170
99,560.00,0040,0000,0.350,0.290
99,559.75,0040,0000,0.260,0.410
99,559.50,0040,0000,0.140,0.510
99,559.25,0040,0000,0.040,0.440
99,559.00,0040,0000,0.040,0.380
99,558.75,0040,0000,0.050,0.300
99,558.50,0040,0000,0.040,0.270
99,558.25,0040,0000,0.010,0.240
99,558.00,0040,0000,0.000,0.230
99,557.75,0040,0000,-0.010,0.210
99,557.50,0040,0000,-0.060,0.240
99,557.25,0040,0000,-0.130,0.200
99,557.00,0040,0000,-0.170,0.210
99,556.75,0040,0000,-0.240,0.180
99,556.50,0040,0000,-0.210,0.180
99,556.25,0040,0000,-0.270,0.100
99,556.00,0040,0000,-0.250,-0.020
99,555.75,0040,0000,-0.240,-0.090
99,555.50,0040,0000,-0.180,-0.110
99,555.25,0040,0000,-0.150,-0.080
99,555.00,0040,0000,-0.200,-0.060
99,554.75,0040,0000,-0.260,-0.080
99,554.50,0040,0000,-0.450,-0.140
99,554.25,0040,0000,-0.250,-0.170
99,554.00,0040,0000,-0.300,-0.200
99,553.75,0040,0000,-0.200,-0.230
99,553.50,0040,0000,-0.510,-0.290
99,553.25,0040,0000,-0.480,-0.260
99,553.00,0040,0000,-0.450,-0.130
99,552.75,0040,0000,-0.350,0.010
99,552.50,0040,0000,-0.230,0.140
99,552.25,0040,0000,-0.130,0.190
99,552.00,0040,0000,-0.030,0.260
99,551.75,0040,0000,0.000,0.270
99,551.50,0040,0000,0.080,0.320
99,551.25,0040,0000,0.150,0.360
99,551.00,0040,0000,0.310,0.470
99,550.75,0040,0000,0.360,0.490
99,550.50,0040,0000,0.310,0.510
99,550.25,0040,0000,0.240,0.500
99,550.00,0040,0000,0.270,0.480
99,549.75,0040,0000,0.380,0.440
99,549.50,0040,0000,0.370,0.280
99,549.25,0040,0000,0.240,0.170
99,549.00,0040,0000,0.050,0.070
99,548.75,0040,0000,0.000,0.120
99,548.50,0040,0000,-0.050,0.130
99,548.25,0040,0000,-0.060,0.100
99,548.00,0040,0000,-0.060,0.040
99,547.75,0040,0000,-0.060,0.000
99,547.50,0040,0000,-0.130,-0.030
99,547.25,0040,0000,-0.250,-0.140
99,547.00,0040,0000,-0.360,-0.310
99,546.75,0040,0000,-0.420,-0.410
99,546.50,0040,0000,-0.420,-0.480
99,546.25,0040,0000,-0.410,-0.500
99,546.00,0040,0000,-0.370,-0.510
99,545.75,0040,0000,-0.280,-0.500
99,545.50,0040,0000,-0.240,-0.460
99,545.25,0040,0000,-0.190,-0.460
99,545.00,0040,0000,-0.220,-0.480
99,544.75,0040,0000,-0.200,-0.480
99,544.50,0040,0000,-0.150,-0.500
99,544.25,0040,0000,-0.130,-0.450
99,544.00,0040,0000,-0.070,-0.380
99,543.75,0040,0000,0.000,-0.250
99,543.50,0040,0000,0.070,-0.110
99,543.25,0040,0000,0.170,0.000
99,543.00,0040,0000,0.210,0.080
99,542.75,0040,0000,0.230,0.060
99,542.50,0040,0000,0.260,0.040
99,542.25,0040,0000,0.340,0.000
99,542.00,0040,0000,0.460,-0.030
99,541.75,0040,0000,0.480,-0.060
99,541.50,0040,0000,0.490,-0.040
99,541.25,0040,0000,0.460,0.000
99,541.00,0040,0000,0.440,0.040
99,540.75,0040,0000,0.370,0.090
99,540.50,0040,0000,0.270,0.070
99,540.25,0040,0000,0.220,0.050
99,540.00,0040,0000,0.180,-0.010
99,539.75,0040,0000,0.130,-0.080
99,539.50,0040,0000,0.060,-0.110
99,539.25,0040,0000,0.010,-0.160
99,539.00,0040,0000,0.030,0.150
99,538.75,0040,0000,0.030,0.220
99,538.50,0040,0000,-0.100,0.220
99,538.25,0040,0000,-0.270,0.000
99,538.00,0040,0000,-0.350,0.000
99,537.75,0040,0000,-0.330,0.100
99,537.50,0040,0000,-0.340,0.100
99,537.25,0040,0000,-0.360,0.140
99,537.00,0040,0000,-0.410,0.140
99,536.75,0040,0000,-0.480,0.060
99,536.50,0040,0000,-0.530,-0.050
99,536.25,0040,0000,-0.560,-0.040
99,536.00,0040,0000,-0.470,0.050
99,535.75,0040,0000,-0.550,0.110
99,535.50,0040,0000,-0.580,0.060
99,535.25,0040,0000,-0.580,-0.030
99,535.00,0040,0000,-0.530,-0.120
99,534.75,0040,0000,-0.380,-0.170
99,534.50,0040,0000,-0.410,-0.220
99,534.25,0040,0000,-0.410,-0.450
99,534.00,0040,0000,-0.480,-0.520
99,533.75,0040,0000,-0.540,-0.600
99,533.50,0040,0000,-0.410,-0.440
99,533.25,0040,0000,-0.350,-0.390
99,533.00,0040,0000,-0.200,-0.230
99,532.75,0040,0000,-0.070,-0.020
99,532.50,0040,0000,0.030,0.080
99,532.25,0040,0000,0.130,0.100
99,532.00,0040,0000,0.200,0.060
99,531.75,0040,0000,0.260,0.080
99,531.50,0040,0000,0.260,0.150
99,531.25,0040,0000,0.060,0.170
99,531.00,0040,0000,0.040,0.170
99,530.75,0040,0000,0.000,0.080
99,530.50,0040,0000,0.040,0.020
99,530.25,0040,0000,0.130,0.040
99,530.00,0040,0000,0.100,0.150
99,529.75,0040,0000,0.080,0.250
99,529.50,0040,0000,-0.130,0.240
99,529.25,0040,0000,-0.160,0.170
99,529.00,0040,0000,-0.110,0.090
99,528.75,0040,0000,-0.060,0.030
99,528.50,0040,0000,-0.050,0.060
99,528.25,0040,0000,-0.160,-0.100
99,528.00,0040,0000,-0.190,-0.170
99,527.75,0040,0000,-0.180,-0.280
99,527.50,0040,0000,-0.060,-0.150
99,527.25,0040,0000,0.070,-0.100
99,527.00,0040,0000,0.150,-0.110
99,526.75,0040,0000,0.130,-0.100
99,526.50,0040,0000,0.140,-0.010
99,526.25,0040,0000,0.300,0.100
99,526.00,0040,0000,0.610,0.230
99,525.75,0040,0000,0.630,0.180
99,525.50,0040,0000,0.470,0.130
99,525.25,0040,0000,0.210,0.000
99,525.00,0040,0000,0.030,-0.100
99,524.75,0040,0000,0.300,-0.170
99,524.50,0040,0000,0.360,-0.170
99,524.25,0040,0000,0.470,-0.060
99,524.00,0040,0000,0.180,0.060
99,523.75,0040,0000,0.050,0.110
99,523.50,0040,0000,0.020,0.110
99,523.25,0040,0000,0.030,0.000
99,523.00,0040,0000,0.100,0.000
99,522.75,0040,0000,0.120,0.000
99,522.50,0040,0000,0.170,0.030
99,522.25,0040,0000,0.220,0.030
99,522.00,0040,0000,0.200,0.060
99,521.75,0040,0000,0.150,0.060
99,521.50,0040,0000,0.040,-0.030
99,521.25,0040,0000,0.000,-0.140
99,521.00,0040,0000,-0.150,-0.290
99,520.75,0040,0000,-0.230,-0.270
99,520.50,0040,0000,-0.160,-0.250
99,520.25,0040,0000,0.060,-0.040
99,520.00,0040,0000,0.290,0.050
99,519.75,0040,0000,0.490,0.240
99,519.50,0040,0000,0.500,0.290
99,519.25,0040,0000,0.620,0.440
99,519.00,0040,0000,0.750,0.540
99,518.75,0040,0000,0.990,0.650
99,518.50,0040,0000,1.050,0.650
99,518.25,0040,0000,0.930,0.580
99,518.00,0040,0000,0.920,0.620
99,517.75,0040,0000,1.000,0.760
99,517.50,0040,0000,1.120,0.900
99,517.25,0040,0000,1.030,0.840
99,517.00,0040,0000,0.860,0.670
99,516.75,0040,0000,0.750,0.550
99,516.50,0040,0000,0.690,0.540
99,516.25,0040,0000,0.610,0.480
99,516.00,0040,0000,0.370,0.230
99,515.75,0040,0000,0.150,-0.060
99,515.50,0040,0000,0.060,-0.200
99,515.25,0040,0000,-0.030,-0.200
99,515.00,0040,0000,-0.170,-0.210
99,514.75,0040,0000,-0.430,-0.340
99,514.50,0040,0000,-0.580,-0.470
99,514.25,0040,0000,-0.720,-0.650
99,514.00,0040,0000,-0.810,-0.730
99,513.75,0040,0000,-0.940,-0.760
99,513.50,0040,0000,-0.990,-0.620
99,513.25,0040,0000,-1.130,-0.510
99,513.00,0040,0000,-1.200,-0.410
99,512.75,0040,0000,-1.300,-0.460
99,512.50,0040,0000,-1.230,-0.530
99,512.25,0040,0000,-1.100,-0.580
99,512.00,0040,0000,-0.930,-0.510
99,511.75,0040,0000,-0.890,-0.480
99,511.50,0040,0000,-0.880,-0.390
99,511.25,0040,0000,-0.880,-0.380
99,511.00,0040,0000,-0.850,-0.410
99,510.75,0040,0000,-0.750,-0.460
99,510.50,0040,0000,-0.860,-0.620
99,510.25,0040,0000,-0.870,-0.680
99,510.00,0040,0000,-0.970,-0.820
99,509.75,0040,0000,-0.890,-0.810
99,509.50,0040,0000,-0.890,-0.850
99,509.25,0040,0000,-0.940,-0.860
99,509.00,0040,0000,-0.990,-0.790
99,508.75,0040,0000,-1.020,-0.680
99,508.50,0040,0000,-0.900,-0.490
99,508.25,0040,0000,-0.750,-0.340
99,508.00,0040,0000,-0.410,-0.270
99,507.75,0040,0000,-0.190,-0.030
99,507.50,0040,0000,0.040,0.190
99,507.25,0040,0000,0.190,0.470
99,507.00,0040,0000,0.340,0.470
99,506.75,0040,0000,0.390,0.380
99,506.50,0040,0000,0.390,0.290
99,506.25,0040,0000,0.440,0.300
99,506.00,0040,0000,0.460,0.340
99,505.75,0040,0000,0.470,0.390
99,505.50,0040,0000,0.340,0.340
99,505.25,0040,0000,0.310,0.250
99,505.00,0040,0000,0.020,0.030
99,504.75,0040,0000,0.060,-0.050
99,504.50,0040,0000,0.090,-0.130
99,504.25,0040,0000,0.350,0.060
99,504.00,0040,0000,0.350,0.090
99,503.75,0040,0000,0.300,0.160
99,503.50,0040,0000,0.310,0.170
99,503.25,0040,0000,0.310,0.270
99,503.00,0040,0000,0.340,0.360
99,502.75,0040,0000,0.310,0.360
99,502.50,0040,0000,0.370,0.420
99,502.25,0040,0000,0.440,0.450
99,502.00,0040,0000,0.490,0.440
99,501.75,0040,0000,0.540,0.350
99,501.50,0040,0000,0.580,0.280
99,501.25,0040,0000,0.690,0.260
99,501.00,0040,0000,0.770,0.400
99,500.75,0040,0000,0.810,0.370
99,500.50,0040,0000,0.810,0.340
99,500.25,0040,0000,0.740,0.130
99,500.00,0040,0000,0.680,0.120
99,499.75,0040,0000,0.630,0.100
99,499.50,0040,0000,0.550,0.050
99,499.25,0040,0000,0.540,0.060
99,499.00,0040,0000,0.530,-0.010
99,498.75,0040,0000,0.480,-0.020
99,498.50,0040,0000,0.530,-0.040
99,498.25,0040,0000,0.510,-0.010
99,498.00,0040,0000,0.520,0.000
99,497.75,0040,0000,0.400,-0.050
99,497.50,0040,0000,0.310,-0.030
99,497.25,0040,0000,0.310,0.040
99,497.00,0040,0000,0.370,0.690
99,496.75,0040,0000,0.270,0.730
99,496.50,0040,0000,0.200,0.730
99,496.25,0040,0000,0.050,0.170
99,496.00,0040,0000,0.060,0.160
99,495.75,0040,0000,0.050,0.150
99,495.50,0040,0000,0.080,0.180
99,495.25,0040,0000,0.120,0.270
99,495.00,0040,0000,0.130,0.330
99,494.75,0040,0000,0.030,0.250
99,494.50,0040,0000,-0.040,0.180
99,494.25,0040,0000,-0.150,0.030
99,494.00,0040,0000,-0.010,0.390
99,493.75,0040,0000,0.070,0.400
99,493.50,0040,0000,0.210,0.470
99,493.25,0040,0000,0.200,0.100
99,493.00,0040,0000,0.170,0.000
99,492.75,0040,0000,0.140,-0.030
99,492.50,0040,0000,0.170,-0.030
99,492.25,0040,0000,0.220,0.080
99,492.00,0040,0000,0.280,0.140
99,491.75,0040,0000,0.200,0.130
99,491.50,0040,0000,0.230,0.120
99,491.25,0040,0000,0.170,0.030
